award_id,recipient_name,awarding_agency_name,award_amount,action_date,award_description,source_file,contract_start_date,contract_end_date,contract_duration_days,duration_category,theme_racial_equity,theme_gender_equality,theme_disability_access,theme_lgbtq+_inclusion,theme_veterans,theme_economic_equity,type_training,type_policy,type_research,type_infrastructure,type_services,type_community,org_university,org_research,org_government,org_nonprofit,org_healthcare,org_private,award_size_category,number_of_themes,number_of_types
05210011RH0723,MEDINA COUNTY,Department of Health and Human Services (HHS),"$11,188.06 ",5/9/2023,"THE OHIO DEPARTMENT OF HEALTH (ODH) BUREAU OF MATERNAL, CHILD AND FAMILY HEALTH (BMCFH), ANNOUNCES THE AVAILABILITY OF FUNDS TO SUPPORT THE OHIO EQUITY INSTITUTE (OEI) 2.0 GRANT. TEN ENTITIES HAVE BEEN SELECTED TO SERVE THE FOLLOWING COUNTIES: BUTLER, CUYAHOGA, FRANKLIN, HAMILTON, LORAIN, LUCAS, MAHONING, MONTGOMERY, STARK AND SUMMIT. THE OHIO EQUITY INSTITUTE SEEKS TO IMPROVE BIRTH OUTCOMES AND REDUCE DISPARITIES IN BIRTH OUTCOMES.
 
 UNDERSTANDING THAT CLINICAL CARE ONLY COMPRISES 20% OF MODIFIABLE FACTORS THAT INFLUENCE HEALTH OUTCOMES, THE OBJECTIVE OF OEI 2.0 IS FOR EACH OEI COUNTY TO ADDRESS RACIAL DISPARITIES IN PERINATAL, INFANT, AND MATERNAL HEALTH IN THE FOLLOWING WAYS:
 
 1. DOWNSTREAM STRATEGY: LOCAL NEIGHBORHOOD NAVIGATORS IDENTIFY AND CONNECT A PORTION OF EACH COUNTYÃÂ¿Â½S BLACK PRENATAL POPULATION TO CLINICAL AND SOCIAL SERVICES TO REDUCE STRESS AND IMPROVE ACCESS TO RESOURCES NEEDED FOR A NEW AND GROWING FAMILY. EFFORTS PRIORITIZE NON-TRADITIONAL AVENUES OF OUTREACH DESIGNED AND TAILORED TO IDENTIFY WOMEN WHERE EXISTING SYSTEMS AND PROGRAMS DO NOT CURRENTLY REACH. 
 2. UPSTREAM STRATEGY: LOCAL ENTITIES FACILITATE THE DEVELOPMENT, ADOPTION, OR IMPROVEMENT OF POLICIES AND/OR PRACTICES THAT IMPACT THE SOCIAL DETERMINANTS OF HEALTH RELATED TO PRETERM BIRTH AND LOW BIRTH WEIGHT, WHICH OFTEN DRIVE THE INEQUITIES IN BIRTH OUTCOMES WITHIN THE OEI COUNTIES.
 3. HEALTH EQUITY: BUILD AND/OR ENHANCE INTERNAL RACIAL EQUITY ORGANIZATIONAL CAPACITY. INTEGRATION OF RACIAL EQUITY INTO THE FOUNDATION OF ORGANIZATION POLICIES AND INITIATIVES.
 4. DATA: SERVE AS LOCAL EXPERT FOR PROJECTS RELATED TO RACIAL EQUITY IN INFANT MORTALITY AND MATERNAL AND CHILD HEALTH EPIDEMIOLOGY. INCLUDING IMPLEMENTATION OF THE LOCAL FETAL INFANT MORTALITY REVIEW BOARD.",assistance_sub,5/9/2023,5/9/2023,0,Single Action,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Small ($10K - $100K),2,2
51405-0002,CLINTON HILL COMMUNITY ACTION A NEW JERSEY NONPROFIT CORPORATION,Department of Housing and Urban Development (HUD),"$54,000.00 ",6/15/2023,"THE CAPACITY BUILDING PURPOSE OF THIS GRANT IS:    THIS GRANT IS TO SUPPORT AND ENHANCE THE ORGANIZATIONÃ‚  S CAPACITY TO AROUND COMMUNITY OUTREACH AND RESIDENT POWER BUILDING EFFORTS. THE ORGANIZATION BELIEVES THAT RESIDENTS MUST BE MEANINGFULLY ENGAGED, BEYOND BEING RECIPIENTS OF SERVICES. AS SUCH CHCA  SEEKS TO ENGAGE, EMPOWER AND ACTIVATE 1,500 RESIDENTS AS LEADERS TO COLLABORATE AND WORK WITH THE ORGANIZATION  AND OTHER COMMUNITY-BASED ORGANIZATIONS, TO ADDRESS LONGSTANDING QUALITY OF LIFE ISSUES IMPACTING THE CLINTON HILL NEIGHBORHOOD.                                                                                                                                                                                   
       
 
 
 
 THE STRATEGIC IMPORTANCE OF THIS GRANT IS:      ONE OF THE CORE PILLARS OF THE GNL PROGRAM IS ITS COMMUNITY CAPACITY BUILDING PROGRAM WHICH CENTERS AROUND RESIDENT AND COMMUNITY POWER BUILDING. THIS PARTICULAR PROGRAMMATIC PILLAR IS ALIGNED WITH LISCÃ‚  S  OVERARCHING PRINCIPLES ASSOCIATED WITH  DIVERSITY, EQUITY, AND JUSTICE (DEJ). 
  
 THE GRANT WILL HELP TO FACILITATE CHCAÃ‚  S  EFFORTS  TO EMPOWER COMMUNITY MEMBERS TO HAVE A VOICE AND WORK TOGETHER IN REVITALIZATION PLANNING AND IMPLEMENTATION. THE PLAN ITSELF WILL REFLECT THE NEIGHBORHOODÃ‚  S EXISTING ASSETS ENHANCING THE LOCAL TNI PROGRAM STRATEGY; AND ALSO ALIGN WITH NATIONAL PROGRAM AREAS RELATED TO: CREATIVE PLACE-MAKING, AFFORDABLE HOUSING, FAMILY INCOME AND WEALTH-BUILDING, ECONOMIC DEVELOPMENT, AND PUBLIC",assistance_sub,6/15/2023,6/15/2023,0,Single Action,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Small ($10K - $100K),0,3
780202-LCHC,LCH HEALTH & COMMUNITY SERVICES,Department of Health and Human Services (HHS),"$11,058.95 ",2/1/2023,"EACH SUBAWARDEE WILL FOCUS ON ACTIVITIES IN THE FOLLOWING AREAS:Ã‚Â 
 Ã‚ Â¢Ã‚Â Ã‚Â Ã‚Â  DEPLOY AN EDUCATIONAL CAMPAIGN AND ENHANCE THE RESOURCE AND EVIDENCE BASE- IMPLEMENT UNIDOSUS VACCINATION EDUCATIONAL CAMPAIGN, PROVIDE FEEDBACK ON SUCCESSFUL STRATEGIES AND MESSAGING, AS WELL AS CHALLENGES.
 Ã‚ Â¢Ã‚Â Ã‚Â Ã‚Â  PROVIDE DATA DETAILING BARRIERS TO VACCINE UPTAKE- WORK WITH COMMUNITIES AND UNIDOSUS TO IDENTIFY AND ADDRESS DRIVERS OF VACCINE HESITANCY/CONFIDENCE, INFLUENTIAL COMMUNITY MESSENGERS AND PARTNERS, AND COMMUNITY-ACCEPTABLE APPROACHES FOR IMPROVING VACCINATION AVAILABILITY, ACCESSIBILITY, AND ACCEPTABILITY.Ã‚Â 
 Ã‚ Â¢Ã‚Â Ã‚Â Ã‚Â  EQUIP INFLUENTIAL MESSENGERS- IDENTIFY, EDUCATE AND EMPOWER Ã‚  TRUSTED VOICESÃ‚   IN THE COMMUNITY TO SUPPORT VACCINE EDUCATION AND DELIVERY THROUGH UNIDOSUS TRAINING OPPORTUNITIES.
 Ã‚ Â¢Ã‚Â Ã‚Â Ã‚Â  INCREASE VACCINATION OPPORTUNITIES AND ENHANCE PROVIDER PARTNERSHIP- BUILD PARTNERSHIPS BETWEEN VACCINATION PROVIDERS (E.G. PHARMACIES, STATE AGENCIES, ETC.) AND THE COMMUNITY TO INCREASE THE NUMBER, RANGE AND DIVERSITY OF OPPORTUNITIES FOR VACCINATION.",assistance_sub,2/1/2023,2/1/2023,0,Single Action,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Small ($10K - $100K),1,3
1.12293E+12,UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,National Science Foundation (NSF),"$330,337.00 ",5/30/2023,"NCAR STAFF WILL CONTRIBUTE LEADERSHIP, EXPERTISE, AND SOFTWARE DEVELOPMENT EFFORT TO THE RAMPS PROJECT. AS CO-PI ON THE RAMPS PROPOSAL, THE NCAR PI WILL SERVE ON THE RAMPS LEADERSHIP TEAM, PROVIDE OVERALL DIRECTION TO THE RAMPS PROJECT, AND PARTICIPATE IN ACCESS PROGRAM ACTIVITIES COORDINATED BY THE ACCESS COORDINATION OFFICE. IN THE DIVERSITY FACILITATOR ROLE, CISL STAFF WILL FORMULATE AND HELP IMPLEMENT THE RAMPS DIVERSITY, EQUITY, AND INCLUSION (DEI) PLAN, AND SERVE ON THE RAMPS MANAGEMENT TEAM. NCAR LIBRARY STAFF WILL CONTRIBUTE AND IMPROVE EXISTING SCRIPTS TO COMPILE METRICS ON PUBLICATIONS RESULTING FROM ACCESS ALLOCATIONS. NCAR SOFTWARE DEVELOPERS WILL PARTICIPATE ON THE RAMPS DEVOPS TEAM, CONTRIBUTING TO THE REQUIREMENTS GATHERING FOR, DEVELOPMENT OF, AND IMPLEMENTATION OF FEATURES FOR THE EXTENSIBLE RESOURCE ALLOCATIONS SERVICE (XRAS).",assistance_sub,5/30/2023,5/30/2023,0,Single Action,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Medium ($100K - $1M),0,1
77486,"HANDS ON NASHVILLE, INC.",Corporation for National and Community Service (CNCS),"$181,400.00 ",3/1/2023,"AS PART OF THE TENNESSEE VOLUNTEER GENERATION FUND COALITION, HANDS ON NASHVILLE INCREASES ACCESSIBILITY TO VOLUNTEER OPPORTUNITIES THAT ENGAGE INDIVIDUALS IN MEANINGFUL SERVICE, DIRECTED TOWARD IMPROVING ECONOMIC OPPORTUNITIES AND EDUCATIONAL OUTCOMES FOR YOUTH. WORKING WITHIN ITS MEMBERSHIP OF 115+ NONPROFIT PARTNERS, HON WILL BUILD THE VOLUNTEER MANAGEMENT CAPACITY OF 94 ORGANIZATIONS, THAT ADDRESS NEEDS IN EDUCATION; ECONOMIC OPPORTUNITY AND WORKFORCE DEVELOPMENT; DIVERSITY, EQUITY, AND INCLUSION; EMERGENCY PREPAREDNESS AND COMMUNITY RESILIENCE; AND HEALTHY FUTURES AND FOOD SECURITY.",assistance_sub,3/1/2023,3/1/2023,0,Single Action,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Medium ($100K - $1M),2,3
ACC 23-974,STATE BOARD OF COMMUNITY COLLEGES AND OCCUPATIONAL EDUCATION,Department of Labor (DOL),"$1,001,091.97 ",6/26/2023,"OVER THE COURSE OF THE GRANT PERIOD, YEAR TO CAREER WILL FOCUS ON THE FOLLOWING STRATEGIES TO SUCCESSFULLY DESIGN, DEVELOP, AND IMPLEMENT THE PROGRAM. 1) PRIORITIZE THE NEW MAJORITY LEARNER POPULATION AS A FOCUS FOR THE CURRICULUM DESIGN, RECRUITMENT, ENROLLMENT, AND COMPLETION IN EACH OF THE MICRO-PATHWAYS HELPING TO ENSURE COMMITMENT TO DIVERSITY, EQUITY AND INCLUSION; 2) CREATE
 AND IMPLEMENT MICRO-PATHWAYS AND SECOND LANGUAGE LEARNER BRIDGE PROGRAMS THAT PREPARE LEARNERS FOR OCCUPATIONS IN HIGH-GROWTH, HIGH-DEMAND INDUSTRIES; 3) USE MICRO-PATHWAYS TO INSTITUTIONALIZE A SEAMLESS SYSTEM FOR AWARDING CREDIT FOR LEARNING ACQUIRED OUTSIDE TRADITIONAL CREDIT-BEARING CLASSROOM ACTIVITIES THROUGH PRIOR LEARNING ASSESSMENT (PLA) AND ENSURING NONCREDIT WORKFORCE CREDENTIALS AND COURSES ARTICULATE TO CREDIT TO REMOVE BARRIERS SO THAT LEARNERS CAN CONTINUE ON THE PATHWAY TO ACHIEVE ECONOMIC MOBILITY; 4) USE THE YEAR TO CAREER BRIDGE AND MICRO-PATHWAY PROGRAMS AS A PILOT FOR PROVIDING COMPREHENSIVE AND MORE SEAMLESS SUPPORTS FOR STUDENTS MOVING TO AND THROUGH NONCREDIT TO CREDIT
 PROGRAMS; 5) USE TOOLS FOR EMPLOYER ENGAGEMENT AND SKILLS MAPPING TO STRENGTHEN CURRENT EMPLOYER RELATIONSHIPS AND GROW NEW ONES; AND 6) INCORPORATE WORK-BASED LEARNING WITHIN EACH MICRO-PATHWAY.  AS A SUBAWARDEE, PUEBLO COMMUNITY COLLEGE WILL IMPLEMENT PROJECT ACTIVITIES IN THE PUEBLO AND SOUTHERN PORTION OF THE FRONT RANGE IN COLORADO.",assistance_sub,6/26/2023,6/26/2023,0,Single Action,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Large ($1M - $10M),0,4
2000767107,"NEW ORLEANS, CITY OF",Department of Health and Human Services (HHS),"$9,209,860.00 ",7/28/2023,"IN ORDER TO STRENGTHEN THE PUBLIC HEALTH WORKFORCE IN NEW ORLEANS, THE NEW ORLEANS HEALTH DEPARTMENT WILL USE THE SUB-AWARD FROM STRATEGY A1 OF THE PUBLIC HEALTH INFRASTRUCTURE AND DATA SYSTEMS GRANT TO:
 
 A. RECRUIT AND HIRE AT LEAST 12 NEW POSITIONS IN THE NEW ORLEANS HEALTH DEPARTMENT,
 DEMONSTRATING A COMMITMENT TO DIVERSITY, EQUITY, INCLUSION, AND ACCESSIBILITY IN THE
 WORKFORCE RECRUITMENT AND SELECTION PROCESSES, COMMUNICATION, AND OUTCOMES, AND
 PRIORITIZING RECRUITING AND HIRING STAFF WHO ARE FROM THE COMMUNITIES AND
 POPULATIONS SERVED. POSITIONS MAY INCLUDE:
 A. WORKFORCE DIRECTOR
 B. TRAINING COORDINATOR
 C. DATA EVALUATOR
 D. DATA ANALYST
 E. PUBLIC HEALTH PHYSICIAN
 F. PUBLIC INFORMATION OFFICER
 G. INTERNAL EQUITY COORDINATOR
 H. FISCAL NAVIGATOR
 I. GUN VIOLENCE PUBLIC HEALTH SPECIALIST
 J. CHRONIC DISEASE POLICY SPECIALIST
 K. HEALTHY ENVIRONMENT & HEALTHY HOUSING SPECIALIST
 I. QUALITY IMPROVEMENT/ ACCREDITATION SPECIALIST
 
 B. OFFER 10 PAID INTERNSHIPS PER YEAR IN THE NEW ORLEANS HEALTH DEPARTMENT.
 C. RETAIN PUBLIC HEALTH STAFF THROUGH PROVISION OF SUPPLEMENTAL PAY FOR STAFF WHO MEET
 SPECIFIED TRAINING REQUIREMENTS.
 D. RETAIN PUBLIC HEALTH STAFF BY OFFERING NEW PROMOTIONAL OPPORTUNITIES AND LEADERSHIP
 TRACKS WITHIN THE NEW ORLEANS HEALTH DEPARTMENT.
 
 E. RETAIN PUBLIC HEALTH STAFF THROUGH ASSESSING TRAINING NEEDS AND DEVELOPING
 INDIVIDUALIZED TRAINING PLANS FOR STAFF MEMBERS.
 F. RETAIN PUBLIC HEALTH STAFF THROUGH DEVELOPMENT AND IMPLEMENTATION OF QUALITY OF
 LIFE COMMITTEE AND INITIATIVES TO IMPROVE STAFF MORALE AND QUALITY OF LIFE.
 G. SUPPORT AND SUSTAIN THE PUBLIC HEALTH WORKFORCE THROUGH EXPANDING EMPLOYEE
 WELLBEING PROGRAMS.
 H. SUPPORT AND SUSTAIN THE PUBLIC HEALTH WORKFORCE BY EXPANDING EMPLOYEE
 INVOLVEMENT IN PROFESSIONAL NETWORKS, INCLUDING SUPPORT FOR STAFF PROFESSIONAL TRAVEL
 AND ATTENDANCE AT PROFESSIONAL CONFERENCES.
 I. TRAIN NEW AND EXISTING PUBLIC HEALTH STAFF BY REVIEWING AND ENHANCING EXISTING STAFF
 TRAININGS AND PROVIDING ADDITIONAL RESOURCES AND NEW TRAINING OPPORTUNITIES FOR STAFF
 PROFESSIONAL DEVELOPMENT.
 J. STRENGTHEN WORKFORCE PLANNING THROUGH PURCHASE OF A WORKFORCE TRAINING LEARNING
 SYSTEM.
 K. COLLECT AND EVALUATE STAFF FEEDBACK ON A REGULAR BASIS; USE DATA TO INFORM AND
 IMPROVE WORKFORCE SUPPORT INITIATIVES AND TRAINING INITIATIVES.",assistance_sub,7/28/2023,7/28/2023,0,Single Action,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Large ($1M - $10M),1,4
45644-0036,"MATTIE RHODES MEMORIAL SOCIETY, THE",Department of Housing and Urban Development (HUD),"$64,000.00 ",7/26/2023,"THE CAPACITY BUILDING PURPOSE OF THIS GRANT IS:    
 THIS GRANT WILL BUILD THE CAPACITY OF MATTIE RHODES CENTER (MRC) TO ATTRACT DEVELOPERS TO REHAB VACANT SINGLE FAMILY AND MULTIFAMILY UNITS IN NORTHEAST KANSAS CITY, MISSOURI AND CREATE A NEW COORDINATOR OF PEOPLE & CULTURE POSITION. 
 
 TO ATTRACT DEVELOPERS/REHABBERS, MRC WILL TAKE INVENTORY AND LEAD ONLINE AND IN-PERSON TOURS OF AVAILABLE SINGLE- AND MULTI-FAMILY PROPERTIES AVAILABLE. 
 
 MRCÃ‚  S NEW COORDINATOR OF PEOPLE & CULTURE POSITION WILL OVERSEE THE DEVELOPMENT AND EXECUTION OF A VALUE-ADDED HUMAN CAPITAL STRATEGY, AND WILL OVERSEE AND DIRECT THE ORGANIZATIONÃ‚  S HUMAN RESOURCES FUNCTIONS INCLUDING TALENT MANAGEMENT, CHANGE MANAGEMENT, ORGANIZATIONAL PERFORMANCE MANAGEMENT, EMPLOYEE ENGAGEMENT, TRAINING, LEARNING AND DEVELOPMENT, SUCCESSION PLANNING, INTERNAL COMMUNICATIONS AND CULTURE INITIATIVES. THIS POSITION WILL ALSO SERVE AS THE LEADER AND CHAMPION OF DIVERSITY, EQUITY, INCLUSION, AND JUSTICE, ENSURING EQUITABLE AND INCLUSIVE OPERATIONS AND PROGRAMS, AND A SUPPORTIVE ORGANIZATIONAL CULTURE.",assistance_sub,7/26/2023,7/26/2023,0,Single Action,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Small ($10K - $100K),0,4
PO-0000206758,MC NEESE STATE UNIVERSITY,National Aeronautics and Space Administration (NASA),"$32,000.00 ",6/27/2023,"1. PROPOSED SCIENCE/ENGINEERING PROJECT AND PAYLOAD INSTRUMENT CONCEPT 
 THE PRIMARY GOAL OF THE LAACES PROJECT IS TO PROVIDE THE ENGINEERING AND COMPUTER SCIENCE STUDENTS AT MCNEESE STATE UNIVERSITY WITH TRUE HANDS-ON EXPERIENCES ON ELECTRONICS, THERMAL/VIBRATION ISOLATION, CIRCUIT DESIGN, PROGRAMMING, PROJECT MANAGEMENT, EXPERIMENTAL DESIGN, AND DATA COLLECTION AND ANALYSIS. 
 SINCE THE 2013-2014 ACADEMIC YEAR, THE COLLEGE OF ENGINEERING AND COMPUTER SCIENCE AT MCNEESE STATE UNIVERSITY HAS COMPLETED MORE THAN 15 LAACES PAYLOADS. THESE TEAMS COMPLETED THE PROPOSED TASKS AND LAUNCHED THEIR PAYLOADS IN MAY EVERY YEAR. THESE TEAM MEMBERS SERVE AS EXEMPLARY STUDENTS TO RECRUIT MORE STUDENTS. VARIOUS FACULTY ADVISORS FORMED A COMMITTEE TO MENTOR THESE STUDENT TEAMS REGULARLY. WE PROVIDED STUDENT TRAINING IN THE FALL SEMESTER. IN THE SPRING SEMESTER, WE MET WITH THESE TEAMS AT LEAST ONCE A WEEK. WE HAVE ALSO HAD A DESIGNATED SPACE LAB SINCE 2019.
 IN THE 2022-2023 ACADEMIC YEAR, WE PLAN TO FORM TWO TEAMS, FOCUSING ON THE 2023 PARTIAL SOLAR ECLIPSE AND THE 2024 TOTAL SOLAR ECLIPSE. THE PROPOSED RESEARCH ACTIVITIES ALIGN WITH NASA'S SCIENCE MISSION DIRECTORATE (SMD). BOTH PAYLOAD DESIGNS ARE RELATED TO EARTH SCIENCE.
 2. PLAN FOR IMPLEMENTING THE STUDENT BALLOONING COURSE
 3. PLAN TO RECRUIT AND RETAIN STUDENT PARTICIPANTS IN THE PROGRAM
 WE PLAN TO FORM TWO STUDENT TEAMS AND RECRUIT EIGHT STUDENTS WITH GREAT DIVERSITY. IN THE PAST WE TYPICALLY RECEIVED THIRTY TO FORTY APPLICATIONS EVERY YEAR. THE LAACES COMMITTEE INTERVIEWED ALL THE APPLICANTS. WE HIRE STUDENTS BASED ON THEIR INTEREST, TECHNICAL BACKGROUND, AND AVAILABILITY. EVERY YEAR WE HAD GREAT DIVERSITIES IN STUDENT TEAMS INCLUDING INTERNATIONAL STUDENTS, FEMALE STUDENTS, AND UNDER-REPRESENTED STUDENTS. WE EXPECT A SIMILAR PROCEDURE THIS YEAR. AT THE BEGINNING OF THE FALL SEMESTER (AUGUST 2022), WE WILL ANNOUNCE THE LAACES PROGRAM TO ALL ENGINEERING, COMPUTER SCIENCE, AND PHYSICS MAJOR STUDENTS. AFTER COLLECTING APPLICATIONS, WE WILL INTERVIEW ALL APPLICANTS AND CHOOSE STUDENTS TO FIT THE TWO STUDENT TEAMS. THE PROCESS WILL BE COMPLETE BEFORE THE LABOR DAY. SO THE LAACES TRAINING SESSIONS CAN START IN EARLY SEPTEMBER.
 THESE STUDENTS ARE FROM FOUR MAJORS: MECHANICAL ENGINEERING, ELECTRICAL ENGINEERING, COMPUTER SCIENCE, AND PHYSICS. SENIOR STUDENTS WILL FORM A CAPSTONE TEAM, SO THEY WILL BE DIRECTED BY BOTH THE LAACES AND CAPSTONE COMMITTEES. THE OTHER TEAM CONSISTS OF SOPHOMORES AND JUNIORS. IN THIS WAY, WE FORM A LADDER OF STUDENTS. THESE CAN KEEP WORKING IN FUTURE LAACES PROJECTS. IN THE MEANTIME, THEY ARE EXEMPLARY STUDENTS TO HAVE POSITIVE IMPACT ON OTHER STUDENTS. DURING THE APPLICATION/HIRING PROCESS, WE WOULD PURPOSELY TRY TO RECRUIT MORE QUALIFIED UNDERREPRESENTED STUDENTS, ESPECIALLY FOR SOPHOMORES AND JUNIORS. THE EXPERIENCE WILL MOTIVATE THEIR INTERESTS IN THEIR COLLEGE EDUCATION.
 4. ANTICIPATED OUTCOMES FOR STUDENT LEARNING AND DEVELOPMENT AND BENEFITS TO YOUR DEPARTMENT AND INSTITUTION.
 THE LAACES PROJECTS ARE GREAT OPPORTUNITIES FOR THE MCNEESE STUDENTS TO BE EXPOSED TO REAL SCIENCE AND ENGINEERING APPLICATIONS. THE FOLLOWING OUTCOMES AND BENEFITS CAN BE PURSUED.",assistance_sub,6/27/2023,6/27/2023,0,Single Action,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Small ($10K - $100K),1,2
2020-VA-05D-17811,RAPE CRISIS CENTER INC,Department of Justice (DOJ),"$77,670.00 ",1/30/2023,"VAWA FUNDS WILL BE USED BY THE RAPE CRISIS CENTER (RCC) TO STRENGTHEN OUR VICTIM SERVICES PROGRAM BY EXPANDING OUR ORGANIZATION TO INCLUDE A MULTICULTURAL ADVOCATE DESIGNATED TO SERVE THE BLACK AND AFRICAN AMERICAN COMMUNITY IN DANE COUNTY. FUNDING WILL ALSO MAINTAIN CORE VICTIM SERVICES BY SUPPORTING RCCÃ‚  S BILINGUAL/BICULTURAL ADVOCATE FOR THE LATINX COMMUNITY. STAFF REPRESENTATION IS CRUCIAL TO INCREASE ACCESS TO SERVICES FOR UNDERREPRESENTED GROUPS. TOGETHER THESE ROLES WORK TO IMPROVE DELIVERY OF SERVICES TO UNDERREPRESENTED POPULATIONS AND ADVANCE RACIAL EQUITY. RCC ADVOCATES PROVIDE WRAPAROUND SERVICES THAT INCLUDES PERSONAL ADVOCACY AND SYSTEMS ADVOCACY TO NAVIGATE SYSTEMIC BARRIERS. RCC IS COMMITTED TO, FISCAL ACCOUNTABILITY AND TRANSPARENCY, DIVERSITY AND INCLUSION STRATEGIES, STAFF MANAGEMENT, PLANNING AND REPORTING AS THESE FUNCTIONS ARE ESSENTIAL FOR AN AGENCY TO PROVIDE HIGH QUALITY, CULTURALLY COMPETENT SERVICES TO VICTIMS OF SEXUAL ASSAULT. THE EXECUTIVE DIRECTOR/DIRECTOR OF CLIENT SERVICES, GRANT MANAGER, AND CONTRACTED PAYROLL/HR/ACCOUNTING SERVICES ARE RESPONSIBLE FOR THIS COMMITMENT.",assistance_sub,1/30/2023,1/30/2023,0,Single Action,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Small ($10K - $100K),1,2
